# Hub Local Request Monitor - Slice[0] Bank[0]
# Format: Time(ns) | ReqCh | ReqAddrFullHex | ReqRW(1=Write,0=Read) | HasValidReadReq | HandshakeType | ArbValidMask | ReqRwMask
# HandshakeType: NON_WRITE_REQ / WRITE_NO_VALID_READ / WRITE_WITH_VALID_READ
# ========================================
[12244000] INFO: slice start (cycle=0)
    12269000 |     0 | 0x0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13777000 |     0 | 0x50 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13779000 |     0 | 0x51 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13849000 |     0 | 0x52 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13852000 |     0 | 0x53 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13862000 |     0 | 0x54 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13864000 |     0 | 0x55 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13934000 |     0 | 0x56 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13937000 |     0 | 0x57 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13947000 |     0 | 0x58 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    13949000 |     0 | 0x59 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14019000 |     0 | 0x5a |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14022000 |     0 | 0x5b |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14032000 |     0 | 0x5c |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14034000 |     0 | 0x5d |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14104000 |     0 | 0x5e |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14107000 |     0 | 0x5f |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14117000 |     0 | 0x60 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14119000 |     0 | 0x61 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14189000 |     0 | 0x62 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14192000 |     0 | 0x63 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14202000 |     0 | 0x64 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14204000 |     0 | 0x65 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14274000 |     0 | 0x66 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14277000 |     0 | 0x67 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14287000 |     0 | 0x68 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14289000 |     0 | 0x69 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14359000 |     0 | 0x6a |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14362000 |     0 | 0x6b |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14372000 |     0 | 0x6c |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14374000 |     0 | 0x6d |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14444000 |     0 | 0x6e |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14447000 |     0 | 0x6f |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14457000 |     0 | 0x70 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14459000 |     0 | 0x71 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14529000 |     0 | 0x72 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14532000 |     0 | 0x73 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14542000 |     0 | 0x74 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14544000 |     0 | 0x75 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14614000 |     0 | 0x76 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14617000 |     0 | 0x77 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14627000 |     0 | 0x78 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14629000 |     0 | 0x79 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14699000 |     0 | 0x7a |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14702000 |     0 | 0x7b |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14712000 |     0 | 0x7c |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14714000 |     0 | 0x7d |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14784000 |     0 | 0x7e |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14787000 |     0 | 0x7f |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14799000 |     0 | 0x80 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14814000 |     0 | 0x81 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14869000 |     0 | 0x82 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14872000 |     0 | 0x83 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14882000 |     0 | 0x84 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14884000 |     0 | 0x85 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14954000 |     0 | 0x86 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14957000 |     0 | 0x87 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14967000 |     0 | 0x88 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    14969000 |     0 | 0x89 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15039000 |     0 | 0x8a |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15042000 |     0 | 0x8b |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15052000 |     0 | 0x8c |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15054000 |     0 | 0x8d |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15124000 |     0 | 0x8e |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15127000 |     0 | 0x8f |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15137000 |     0 | 0x90 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15139000 |     0 | 0x91 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15209000 |     0 | 0x92 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15212000 |     0 | 0x93 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15222000 |     0 | 0x94 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15224000 |     0 | 0x95 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15294000 |     0 | 0x96 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15297000 |     0 | 0x97 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15307000 |     0 | 0x98 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15309000 |     0 | 0x99 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15379000 |     0 | 0x9a |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15382000 |     0 | 0x9b |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15392000 |     0 | 0x9c |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15394000 |     0 | 0x9d |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15464000 |     0 | 0x9e |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15467000 |     0 | 0x9f |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15477000 |     0 | 0xa0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15479000 |     0 | 0xa1 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15549000 |     0 | 0xa2 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15552000 |     0 | 0xa3 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15562000 |     0 | 0xa4 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15564000 |     0 | 0xa5 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15634000 |     0 | 0xa6 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15637000 |     0 | 0xa7 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15647000 |     0 | 0xa8 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15649000 |     0 | 0xa9 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15719000 |     0 | 0xaa |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15722000 |     0 | 0xab |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15732000 |     0 | 0xac |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15734000 |     0 | 0xad |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15804000 |     0 | 0xae |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15807000 |     0 | 0xaf |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15817000 |     0 | 0xb0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15819000 |     0 | 0xb1 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15889000 |     0 | 0xb2 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15892000 |     0 | 0xb3 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15902000 |     0 | 0xb4 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15904000 |     0 | 0xb5 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15974000 |     0 | 0xb6 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15977000 |     0 | 0xb7 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15987000 |     0 | 0xb8 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    15989000 |     0 | 0xb9 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16059000 |     0 | 0xba |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16062000 |     0 | 0xbb |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16072000 |     0 | 0xbc |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16074000 |     0 | 0xbd |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16144000 |     0 | 0xbe |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16147000 |     0 | 0xbf |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16159000 |     0 | 0xc0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16174000 |     0 | 0xc1 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16229000 |     0 | 0xc2 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16232000 |     0 | 0xc3 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16242000 |     0 | 0xc4 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16244000 |     0 | 0xc5 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16314000 |     0 | 0xc6 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16317000 |     0 | 0xc7 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16327000 |     0 | 0xc8 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16329000 |     0 | 0xc9 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16399000 |     0 | 0xca |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16402000 |     0 | 0xcb |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16412000 |     0 | 0xcc |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16414000 |     0 | 0xcd |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16484000 |     0 | 0xce |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16487000 |     0 | 0xcf |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16497000 |     0 | 0xd0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16499000 |     0 | 0xd1 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16569000 |     0 | 0xd2 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16572000 |     0 | 0xd3 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16582000 |     0 | 0xd4 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16584000 |     0 | 0xd5 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16654000 |     0 | 0xd6 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16657000 |     0 | 0xd7 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16667000 |     0 | 0xd8 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16669000 |     0 | 0xd9 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16739000 |     0 | 0xda |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16742000 |     0 | 0xdb |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16752000 |     0 | 0xdc |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16754000 |     0 | 0xdd |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16824000 |     0 | 0xde |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16827000 |     0 | 0xdf |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16837000 |     0 | 0xe0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16839000 |     0 | 0xe1 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16909000 |     0 | 0xe2 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16912000 |     0 | 0xe3 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16922000 |     0 | 0xe4 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16924000 |     0 | 0xe5 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16994000 |     0 | 0xe6 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    16997000 |     0 | 0xe7 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17007000 |     0 | 0xe8 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17009000 |     0 | 0xe9 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17079000 |     0 | 0xea |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17082000 |     0 | 0xeb |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17092000 |     0 | 0xec |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17094000 |     0 | 0xed |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17164000 |     0 | 0xee |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17167000 |     0 | 0xef |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17177000 |     0 | 0xf0 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17179000 |     0 | 0xf1 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17249000 |     0 | 0xf2 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17252000 |     0 | 0xf3 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17262000 |     0 | 0xf4 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17264000 |     0 | 0xf5 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17334000 |     0 | 0xf6 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17337000 |     0 | 0xf7 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17347000 |     0 | 0xf8 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17349000 |     0 | 0xf9 |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17419000 |     0 | 0xfa |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17422000 |     0 | 0xfb |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17432000 |     0 | 0xfc |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17434000 |     0 | 0xfd |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
    17504000 |     0 | 0xfe |                0 |               1 | NON_WRITE_REQ | 0b0000000001 | 0b1100000000
